place,date,value,StringencyIndex_Average_ForDisplay
Residential,2022-03-31,105.28571428571429,11.11
Transit stations,2022-04-01,69.85714285714286,11.11
Workplaces,2022-04-01,78.85714285714286,11.11
Retail & recreation,2022-04-01,83.42857142857143,11.11
Grocery & pharmacy,2022-04-01,100,11.11
Residential,2022-04-01,105.28571428571429,11.11
Transit stations,2022-04-02,69.71428571428571,11.11
Workplaces,2022-04-02,78.42857142857143,11.11
Retail & recreation,2022-04-02,83.71428571428571,11.11
Grocery & pharmacy,2022-04-02,100,11.11
Residential,2022-04-02,105.28571428571429,11.11
Transit stations,2022-04-03,69.71428571428571,11.11
Workplaces,2022-04-03,77.85714285714286,11.11
Retail & recreation,2022-04-03,84,11.11
Grocery & pharmacy,2022-04-03,99.85714285714286,11.11
Residential,2022-04-03,105.42857142857143,11.11
Transit stations,2022-04-04,69.71428571428571,11.11
Workplaces,2022-04-04,77.28571428571429,11.11
Retail & recreation,2022-04-04,84,11.11
Grocery & pharmacy,2022-04-04,99.71428571428571,11.11
Residential,2022-04-04,105.42857142857143,11.11
Transit stations,2022-04-05,70,11.11
Workplaces,2022-04-05,76.57142857142857,11.11
Retail & recreation,2022-04-05,84.42857142857143,11.11
Grocery & pharmacy,2022-04-05,100.14285714285714,11.11
Residential,2022-04-05,105.42857142857143,11.11
Transit stations,2022-04-06,70.71428571428571,11.11
Workplaces,2022-04-06,76.71428571428571,11.11
Retail & recreation,2022-04-06,84.57142857142857,11.11
Grocery & pharmacy,2022-04-06,100.57142857142857,11.11
Residential,2022-04-06,105.28571428571429,11.11
Transit stations,2022-04-07,71.28571428571429,11.11
Workplaces,2022-04-07,76.85714285714286,11.11
Retail & recreation,2022-04-07,85.14285714285714,11.11
Grocery & pharmacy,2022-04-07,101,11.11
Residential,2022-04-07,105.14285714285714,11.11
Transit stations,2022-04-08,71.85714285714286,11.11
Workplaces,2022-04-08,76.14285714285714,11.11
Retail & recreation,2022-04-08,86.57142857142857,11.11
Grocery & pharmacy,2022-04-08,102,11.11
Residential,2022-04-08,105.14285714285714,11.11
Transit stations,2022-04-09,72,11.11
Workplaces,2022-04-09,75.28571428571429,11.11
Retail & recreation,2022-04-09,87.28571428571429,11.11
Grocery & pharmacy,2022-04-09,102.57142857142857,11.11
Residential,2022-04-09,105.28571428571429,11.11
Transit stations,2022-04-10,72.57142857142857,11.11
Workplaces,2022-04-10,74.42857142857143,11.11
Retail & recreation,2022-04-10,88.57142857142857,11.11
Grocery & pharmacy,2022-04-10,103.57142857142857,11.11
Residential,2022-04-10,105.14285714285714,11.11
Transit stations,2022-04-11,73.42857142857143,11.11
Workplaces,2022-04-11,73.28571428571429,11.11
Retail & recreation,2022-04-11,91,11.11
Grocery & pharmacy,2022-04-11,105.85714285714286,11.11
Residential,2022-04-11,104.85714285714286,11.11
Transit stations,2022-04-12,72.28571428571429,11.11
Workplaces,2022-04-12,68.28571428571429,11.11
Retail & recreation,2022-04-12,91.42857142857143,11.11
Grocery & pharmacy,2022-04-12,105.28571428571429,11.11
Residential,2022-04-12,105.71428571428571,11.11
Transit stations,2022-04-13,72,11.11
Workplaces,2022-04-13,67,11.11
Retail & recreation,2022-04-13,90.85714285714286,11.11
Grocery & pharmacy,2022-04-13,105.71428571428571,11.11
Residential,2022-04-13,105.71428571428571,11.11
Transit stations,2022-04-14,71.42857142857143,11.11
Workplaces,2022-04-14,65.14285714285714,11.11
Retail & recreation,2022-04-14,87.57142857142857,11.11
Grocery & pharmacy,2022-04-14,100.14285714285714,11.11
Residential,2022-04-14,105.71428571428571,11.11
Transit stations,2022-04-15,69.71428571428571,11.11
Workplaces,2022-04-15,59.857142857142854,11.11
Retail & recreation,2022-04-15,87.85714285714286,11.11
Grocery & pharmacy,2022-04-15,98.57142857142857,11.11
Residential,2022-04-15,106.57142857142857,11.11
Transit stations,2022-04-16,69.85714285714286,11.11
Workplaces,2022-04-16,60,11.11
Retail & recreation,2022-04-16,87.57142857142857,11.11
Grocery & pharmacy,2022-04-16,98.71428571428571,11.11
Residential,2022-04-16,106.42857142857143,11.11
Transit stations,2022-04-17,69.85714285714286,11.11
Workplaces,2022-04-17,60.714285714285715,11.11
Retail & recreation,2022-04-17,87,11.11
Grocery & pharmacy,2022-04-17,98.42857142857143,11.11
Residential,2022-04-17,106.28571428571429,11.11
Transit stations,2022-04-18,69.57142857142857,11.11
Workplaces,2022-04-18,61.857142857142854,11.11
Retail & recreation,2022-04-18,85.42857142857143,11.11
Grocery & pharmacy,2022-04-18,96.85714285714286,11.11
Residential,2022-04-18,106.42857142857143,11.11
Transit stations,2022-04-19,70.85714285714286,11.11
Workplaces,2022-04-19,66.85714285714286,11.11
Retail & recreation,2022-04-19,85,11.11
Grocery & pharmacy,2022-04-19,97.42857142857143,11.11
Residential,2022-04-19,105.57142857142857,11.11
Transit stations,2022-04-20,71.14285714285714,11.11
Workplaces,2022-04-20,68.28571428571429,11.11
Retail & recreation,2022-04-20,85.57142857142857,11.11
Grocery & pharmacy,2022-04-20,97.14285714285714,11.11
Residential,2022-04-20,105.57142857142857,11.11
Transit stations,2022-04-21,71.85714285714286,11.11
Workplaces,2022-04-21,70.28571428571429,11.11
Retail & recreation,2022-04-21,88.57142857142857,11.11
Grocery & pharmacy,2022-04-21,102.71428571428571,11.11
Residential,2022-04-21,105.57142857142857,11.11
Transit stations,2022-04-22,73.85714285714286,11.11
Workplaces,2022-04-22,77.14285714285714,11.11
Retail & recreation,2022-04-22,87.57142857142857,11.11
Grocery & pharmacy,2022-04-22,104.14285714285714,11.11
Residential,2022-04-22,104.42857142857143,11.11
Transit stations,2022-04-23,74.57142857142857,11.11
Workplaces,2022-04-23,78.85714285714286,11.11
Retail & recreation,2022-04-23,87.71428571428571,11.11
Grocery & pharmacy,2022-04-23,104.14285714285714,11.11
Residential,2022-04-23,104.14285714285714,11.11
Transit stations,2022-04-24,75,11.11
Workplaces,2022-04-24,80,11.11
Retail & recreation,2022-04-24,87.57142857142857,11.11
Grocery & pharmacy,2022-04-24,104.42857142857143,11.11
Residential,2022-04-24,104,11.11
Transit stations,2022-04-25,75.42857142857143,11.11
Workplaces,2022-04-25,81,11.11
Retail & recreation,2022-04-25,87.57142857142857,11.11
Grocery & pharmacy,2022-04-25,104.71428571428571,11.11
Residential,2022-04-25,103.85714285714286,11.11
Transit stations,2022-04-26,76,11.11
Workplaces,2022-04-26,81.85714285714286,11.11
Retail & recreation,2022-04-26,88.28571428571429,11.11
Grocery & pharmacy,2022-04-26,105.42857142857143,11.11
Residential,2022-04-26,103.57142857142857,11.11
Transit stations,2022-04-27,76.85714285714286,11.11
Workplaces,2022-04-27,81.85714285714286,11.11
Retail & recreation,2022-04-27,89.14285714285714,11.11
Grocery & pharmacy,2022-04-27,105.71428571428571,11.11
Residential,2022-04-27,103.28571428571429,11.11
Transit stations,2022-04-28,77.14285714285714,11.11
Workplaces,2022-04-28,81.71428571428571,11.11
Retail & recreation,2022-04-28,90.71428571428571,11.11
Grocery & pharmacy,2022-04-28,105.85714285714286,11.11
Residential,2022-04-28,103.14285714285714,11.11
Transit stations,2022-04-29,75.42857142857143,11.11
Workplaces,2022-04-29,75.14285714285714,11.11
Retail & recreation,2022-04-29,92.42857142857143,11.11
Grocery & pharmacy,2022-04-29,104.28571428571429,11.11
Residential,2022-04-29,104.28571428571429,11.11
Transit stations,2022-04-30,75.28571428571429,11.11
Workplaces,2022-04-30,74.85714285714286,11.11
Retail & recreation,2022-04-30,92.28571428571429,11.11
Grocery & pharmacy,2022-04-30,104.71428571428571,11.11
Residential,2022-04-30,104.28571428571429,11.11
Transit stations,2022-05-01,75.14285714285714,11.11
Workplaces,2022-05-01,74.85714285714286,11.11
Retail & recreation,2022-05-01,92.14285714285714,11.11
Grocery & pharmacy,2022-05-01,104.57142857142857,11.11
Residential,2022-05-01,104.28571428571429,11.11
Transit stations,2022-05-02,75.14285714285714,11.11
Workplaces,2022-05-02,74.85714285714286,11.11
Retail & recreation,2022-05-02,92.57142857142857,11.11
Grocery & pharmacy,2022-05-02,104.71428571428571,11.11
Residential,2022-05-02,104.14285714285714,11.11
Transit stations,2022-05-03,74.85714285714286,11.11
Workplaces,2022-05-03,75,11.11
Retail & recreation,2022-05-03,92.14285714285714,11.11
Grocery & pharmacy,2022-05-03,104.14285714285714,11.11
Residential,2022-05-03,104.14285714285714,11.11
Transit stations,2022-05-04,74.42857142857143,11.11
Workplaces,2022-05-04,75.28571428571429,11.11
Retail & recreation,2022-05-04,91.85714285714286,11.11
Grocery & pharmacy,2022-05-04,103.85714285714286,11.11
Residential,2022-05-04,104.28571428571429,11.11
Transit stations,2022-05-05,74.57142857142857,11.11
Workplaces,2022-05-05,75.71428571428571,11.11
Retail & recreation,2022-05-05,91.14285714285714,11.11
Grocery & pharmacy,2022-05-05,104.14285714285714,11.11
Residential,2022-05-05,104.28571428571429,11.11
Transit stations,2022-05-06,76.42857142857143,11.11
Workplaces,2022-05-06,82.42857142857143,11.11
Retail & recreation,2022-05-06,89.57142857142857,11.11
Grocery & pharmacy,2022-05-06,105.71428571428571,11.11
Residential,2022-05-06,103.14285714285714,11.11
Transit stations,2022-05-07,76.57142857142857,11.11
Workplaces,2022-05-07,82.71428571428571,11.11
Retail & recreation,2022-05-07,89.71428571428571,11.11
Grocery & pharmacy,2022-05-07,105.42857142857143,11.11
Residential,2022-05-07,103,11.11
Transit stations,2022-05-08,76.71428571428571,11.11
Workplaces,2022-05-08,82.71428571428571,11.11
Retail & recreation,2022-05-08,89.71428571428571,11.11
Grocery & pharmacy,2022-05-08,105.28571428571429,11.11
Residential,2022-05-08,103,11.11
Transit stations,2022-05-09,76.71428571428571,11.11
Workplaces,2022-05-09,82.85714285714286,11.11
Retail & recreation,2022-05-09,89.28571428571429,11.11
Grocery & pharmacy,2022-05-09,105,11.11
Residential,2022-05-09,103,11.11
Transit stations,2022-05-10,76.85714285714286,11.11
Workplaces,2022-05-10,82.85714285714286,11.11
Retail & recreation,2022-05-10,89.42857142857143,11.11
Grocery & pharmacy,2022-05-10,105.28571428571429,11.11
Residential,2022-05-10,103,11.11
Transit stations,2022-05-11,77.14285714285714,11.11
Workplaces,2022-05-11,82.71428571428571,11.11
Retail & recreation,2022-05-11,89.14285714285714,11.11
Grocery & pharmacy,2022-05-11,105.42857142857143,11.11
Residential,2022-05-11,102.85714285714286,11.11
Transit stations,2022-05-12,76.85714285714286,11.11
Workplaces,2022-05-12,82.42857142857143,11.11
Retail & recreation,2022-05-12,88.42857142857143,11.11
Grocery & pharmacy,2022-05-12,105.14285714285714,11.11
Residential,2022-05-12,103,11.11
Transit stations,2022-05-13,76.85714285714286,11.11
Workplaces,2022-05-13,82.28571428571429,11.11
Retail & recreation,2022-05-13,88.28571428571429,11.11
Grocery & pharmacy,2022-05-13,105.14285714285714,11.11
Residential,2022-05-13,103,11.11
Transit stations,2022-05-14,77,11.11
Workplaces,2022-05-14,82.28571428571429,11.11
Retail & recreation,2022-05-14,88.42857142857143,11.11
Grocery & pharmacy,2022-05-14,105,11.11
Residential,2022-05-14,103,11.11
Transit stations,2022-05-15,77.28571428571429,11.11
Workplaces,2022-05-15,82.42857142857143,11.11
Retail & recreation,2022-05-15,88.85714285714286,11.11
Grocery & pharmacy,2022-05-15,105.42857142857143,11.11
Residential,2022-05-15,102.85714285714286,11.11
Transit stations,2022-05-16,77.42857142857143,11.11
Workplaces,2022-05-16,82.28571428571429,11.11
Retail & recreation,2022-05-16,89,11.11
Grocery & pharmacy,2022-05-16,105.57142857142857,11.11
Residential,2022-05-16,102.85714285714286,11.11
Transit stations,2022-05-17,77.42857142857143,11.11
Workplaces,2022-05-17,82.28571428571429,11.11
Retail & recreation,2022-05-17,88.71428571428571,11.11
Grocery & pharmacy,2022-05-17,105.42857142857143,11.11
Residential,2022-05-17,102.85714285714286,11.11
Transit stations,2022-05-18,77.42857142857143,11.11
Workplaces,2022-05-18,82.28571428571429,11.11
Retail & recreation,2022-05-18,88.85714285714286,11.11
Grocery & pharmacy,2022-05-18,105.42857142857143,11.11
Residential,2022-05-18,102.85714285714286,11.11
Transit stations,2022-05-19,78,11.11
Workplaces,2022-05-19,82.42857142857143,11.11
Retail & recreation,2022-05-19,89.28571428571429,11.11
Grocery & pharmacy,2022-05-19,105.71428571428571,11.11
Residential,2022-05-19,102.71428571428571,11.11
Transit stations,2022-05-20,78.14285714285714,11.11
Workplaces,2022-05-20,82.57142857142857,11.11
Retail & recreation,2022-05-20,89.28571428571429,11.11
Grocery & pharmacy,2022-05-20,105.85714285714286,11.11
Residential,2022-05-20,102.71428571428571,11.11
Transit stations,2022-05-21,78.14285714285714,11.11
Workplaces,2022-05-21,82.57142857142857,11.11
Retail & recreation,2022-05-21,89.14285714285714,11.11
Grocery & pharmacy,2022-05-21,106,11.11
Residential,2022-05-21,102.85714285714286,11.11
Transit stations,2022-05-22,78.14285714285714,11.11
Workplaces,2022-05-22,82.42857142857143,11.11
Retail & recreation,2022-05-22,89.14285714285714,11.11
Grocery & pharmacy,2022-05-22,106,11.11
Residential,2022-05-22,103,11.11
Transit stations,2022-05-23,78.28571428571429,11.11
Workplaces,2022-05-23,82.42857142857143,11.11
Retail & recreation,2022-05-23,89.28571428571429,11.11
Grocery & pharmacy,2022-05-23,106.14285714285714,11.11
Residential,2022-05-23,103,11.11
Transit stations,2022-05-24,78.85714285714286,11.11
Workplaces,2022-05-24,82.28571428571429,11.11
Retail & recreation,2022-05-24,90,11.11
Grocery & pharmacy,2022-05-24,106.42857142857143,11.11
Residential,2022-05-24,102.85714285714286,11.11
Transit stations,2022-05-25,79.28571428571429,11.11
Workplaces,2022-05-25,82.14285714285714,11.11
Retail & recreation,2022-05-25,90,11.11
Grocery & pharmacy,2022-05-25,106.57142857142857,11.11
Residential,2022-05-25,102.71428571428571,11.11
Transit stations,2022-05-26,79.57142857142857,11.11
Workplaces,2022-05-26,82,11.11
Retail & recreation,2022-05-26,90.14285714285714,11.11
Grocery & pharmacy,2022-05-26,106.42857142857143,11.11
Residential,2022-05-26,102.71428571428571,11.11
Transit stations,2022-05-27,79.57142857142857,11.11
Workplaces,2022-05-27,80.28571428571429,11.11
Retail & recreation,2022-05-27,91.57142857142857,11.11
Grocery & pharmacy,2022-05-27,106.57142857142857,11.11
Residential,2022-05-27,102.85714285714286,11.11
Transit stations,2022-05-28,79.42857142857143,11.11
Workplaces,2022-05-28,78.57142857142857,11.11
Retail & recreation,2022-05-28,93.14285714285714,11.11
Grocery & pharmacy,2022-05-28,107.14285714285714,11.11
Residential,2022-05-28,103,11.11
Transit stations,2022-05-29,80,11.11
Workplaces,2022-05-29,76.71428571428571,11.11
Retail & recreation,2022-05-29,95.85714285714286,11.11
Grocery & pharmacy,2022-05-29,109,11.11
Residential,2022-05-29,102.85714285714286,11.11
Transit stations,2022-05-30,79.14285714285714,11.11
Workplaces,2022-05-30,70.42857142857143,11.11
Retail & recreation,2022-05-30,98,11.11
Grocery & pharmacy,2022-05-30,109.14285714285714,11.11
Residential,2022-05-30,103.71428571428571,11.11
Transit stations,2022-05-31,77,11.11
Workplaces,2022-05-31,64.14285714285714,11.11
Retail & recreation,2022-05-31,97.14285714285714,11.11
Grocery & pharmacy,2022-05-31,107.14285714285714,11.11
Residential,2022-05-31,105,11.11
Transit stations,2022-06-01,76,11.11
Workplaces,2022-06-01,63,11.11
Retail & recreation,2022-06-01,95.71428571428571,11.11
Grocery & pharmacy,2022-06-01,106.14285714285714,11.11
Residential,2022-06-01,105.28571428571429,11.11
Transit stations,2022-06-02,75.14285714285714,11.11
Workplaces,2022-06-02,62.57142857142857,11.11
Retail & recreation,2022-06-02,93.71428571428571,11.11
Grocery & pharmacy,2022-06-02,105.28571428571429,11.11
Residential,2022-06-02,105.42857142857143,11.11
Transit stations,2022-06-03,74.85714285714286,11.11
Workplaces,2022-06-03,63.57142857142857,11.11
Retail & recreation,2022-06-03,92.28571428571429,11.11
Grocery & pharmacy,2022-06-03,105.28571428571429,11.11
Residential,2022-06-03,105.42857142857143,11.11
Transit stations,2022-06-04,75.14285714285714,11.11
Workplaces,2022-06-04,65,11.11
Retail & recreation,2022-06-04,90.71428571428571,11.11
Grocery & pharmacy,2022-06-04,104.85714285714286,11.11
Residential,2022-06-04,105.28571428571429,11.11
Transit stations,2022-06-05,74.57142857142857,11.11
Workplaces,2022-06-05,66.71428571428571,11.11
Retail & recreation,2022-06-05,87.71428571428571,11.11
Grocery & pharmacy,2022-06-05,103.14285714285714,11.11
Residential,2022-06-05,105.42857142857143,11.11
Transit stations,2022-06-06,75.42857142857143,11.11
Workplaces,2022-06-06,72.85714285714286,11.11
Retail & recreation,2022-06-06,85.14285714285714,11.11
Grocery & pharmacy,2022-06-06,102.85714285714286,11.11
Residential,2022-06-06,104.71428571428571,11.11
Transit stations,2022-06-07,77.42857142857143,11.11
Workplaces,2022-06-07,79.14285714285714,11.11
Retail & recreation,2022-06-07,85.57142857142857,11.11
Grocery & pharmacy,2022-06-07,104.71428571428571,11.11
Residential,2022-06-07,103.57142857142857,11.11
Transit stations,2022-06-08,78.14285714285714,11.11
Workplaces,2022-06-08,80.57142857142857,11.11
Retail & recreation,2022-06-08,86.71428571428571,11.11
Grocery & pharmacy,2022-06-08,105.57142857142857,11.11
Residential,2022-06-08,103.42857142857143,11.11
Transit stations,2022-06-09,78.85714285714286,11.11
Workplaces,2022-06-09,81.28571428571429,11.11
Retail & recreation,2022-06-09,88.57142857142857,11.11
Grocery & pharmacy,2022-06-09,106.71428571428571,11.11
Residential,2022-06-09,103.28571428571429,11.11
Transit stations,2022-06-10,79.57142857142857,11.11
Workplaces,2022-06-10,81.85714285714286,11.11
Retail & recreation,2022-06-10,89,11.11
Grocery & pharmacy,2022-06-10,106.85714285714286,11.11
Residential,2022-06-10,103,11.11
Transit stations,2022-06-11,79.85714285714286,11.11
Workplaces,2022-06-11,82.14285714285714,11.11
Retail & recreation,2022-06-11,89.42857142857143,11.11
Grocery & pharmacy,2022-06-11,107,11.11
Residential,2022-06-11,102.85714285714286,11.11
Transit stations,2022-06-12,80.28571428571429,11.11
Workplaces,2022-06-12,82.28571428571429,11.11
Retail & recreation,2022-06-12,90,11.11
Grocery & pharmacy,2022-06-12,107.42857142857143,11.11
Residential,2022-06-12,102.71428571428571,11.11
Transit stations,2022-06-13,80.57142857142857,11.11
Workplaces,2022-06-13,82.28571428571429,11.11
Retail & recreation,2022-06-13,90.57142857142857,11.11
Grocery & pharmacy,2022-06-13,108.14285714285714,11.11
Residential,2022-06-13,102.57142857142857,11.11
Transit stations,2022-06-14,80.71428571428571,11.11
Workplaces,2022-06-14,82,11.11
Retail & recreation,2022-06-14,90.42857142857143,11.11
Grocery & pharmacy,2022-06-14,108.57142857142857,11.11
Residential,2022-06-14,102.57142857142857,11.11
Transit stations,2022-06-15,80.57142857142857,11.11
Workplaces,2022-06-15,81.71428571428571,11.11
Retail & recreation,2022-06-15,90.28571428571429,11.11
Grocery & pharmacy,2022-06-15,109,11.11
Residential,2022-06-15,102.71428571428571,11.11
Transit stations,2022-06-16,80.71428571428571,11.11
Workplaces,2022-06-16,81.71428571428571,11.11
Retail & recreation,2022-06-16,90.71428571428571,11.11
Grocery & pharmacy,2022-06-16,109.28571428571429,11.11
Residential,2022-06-16,102.71428571428571,11.11
Transit stations,2022-06-17,80.85714285714286,11.11
Workplaces,2022-06-17,81.71428571428571,11.11
Retail & recreation,2022-06-17,90.85714285714286,11.11
Grocery & pharmacy,2022-06-17,109.42857142857143,11.11
Residential,2022-06-17,102.71428571428571,11.11
Transit stations,2022-06-18,78.85714285714286,11.11
Workplaces,2022-06-18,81.28571428571429,11.11
Retail & recreation,2022-06-18,90.71428571428571,11.11
Grocery & pharmacy,2022-06-18,109.71428571428571,11.11
Residential,2022-06-18,102.85714285714286,11.11
Transit stations,2022-06-19,78,11.11
Workplaces,2022-06-19,81,11.11
Retail & recreation,2022-06-19,90.42857142857143,11.11
Grocery & pharmacy,2022-06-19,109.57142857142857,11.11
Residential,2022-06-19,103,11.11
Transit stations,2022-06-20,76.14285714285714,11.11
Workplaces,2022-06-20,80.71428571428571,11.11
Retail & recreation,2022-06-20,89.85714285714286,11.11
Grocery & pharmacy,2022-06-20,109.14285714285714,11.11
Residential,2022-06-20,103.14285714285714,11.11
Transit stations,2022-06-21,75.71428571428571,11.11
Workplaces,2022-06-21,80.71428571428571,11.11
Retail & recreation,2022-06-21,90,11.11
Grocery & pharmacy,2022-06-21,108.85714285714286,11.11
Residential,2022-06-21,103.14285714285714,11.11
Transit stations,2022-06-22,74.57142857142857,11.11
Workplaces,2022-06-22,80.71428571428571,11.11
Retail & recreation,2022-06-22,90.28571428571429,11.11
Grocery & pharmacy,2022-06-22,108.57142857142857,11.11
Residential,2022-06-22,103.14285714285714,11.11
Transit stations,2022-06-23,74.28571428571429,11.11
Workplaces,2022-06-23,80.57142857142857,11.11
Retail & recreation,2022-06-23,90,11.11
Grocery & pharmacy,2022-06-23,108.28571428571429,11.11
Residential,2022-06-23,103.14285714285714,11.11
Transit stations,2022-06-24,74.14285714285714,11.11
Workplaces,2022-06-24,80.42857142857143,11.11
Retail & recreation,2022-06-24,89.85714285714286,11.11
Grocery & pharmacy,2022-06-24,108,11.11
Residential,2022-06-24,103.28571428571429,11.11
Transit stations,2022-06-25,76,11.11
Workplaces,2022-06-25,80.57142857142857,11.11
Retail & recreation,2022-06-25,89.85714285714286,11.11
Grocery & pharmacy,2022-06-25,107.57142857142857,11.11
Residential,2022-06-25,103.28571428571429,11.11
Transit stations,2022-06-26,76.71428571428571,11.11
Workplaces,2022-06-26,80.71428571428571,11.11
Retail & recreation,2022-06-26,90.14285714285714,11.11
Grocery & pharmacy,2022-06-26,107.28571428571429,11.11
Residential,2022-06-26,103.28571428571429,11.11
Transit stations,2022-06-27,78.57142857142857,11.11
Workplaces,2022-06-27,80.85714285714286,11.11
Retail & recreation,2022-06-27,90.85714285714286,11.11
Grocery & pharmacy,2022-06-27,107.28571428571429,11.11
Residential,2022-06-27,103.28571428571429,11.11
Transit stations,2022-06-28,79.14285714285714,11.11
Workplaces,2022-06-28,80.71428571428571,11.11
Retail & recreation,2022-06-28,91,11.11
Grocery & pharmacy,2022-06-28,107.14285714285714,11.11
Residential,2022-06-28,103.28571428571429,11.11
Transit stations,2022-06-29,80.71428571428571,11.11
Workplaces,2022-06-29,80.71428571428571,11.11
Retail & recreation,2022-06-29,91,11.11
Grocery & pharmacy,2022-06-29,106.85714285714286,11.11
Residential,2022-06-29,103.28571428571429,11.11
Transit stations,2022-06-30,81.14285714285714,11.11
Workplaces,2022-06-30,80.57142857142857,11.11
Retail & recreation,2022-06-30,90.85714285714286,11.11
Grocery & pharmacy,2022-06-30,106.71428571428571,11.11
Residential,2022-06-30,103.28571428571429,11.11
Transit stations,2022-07-01,81.14285714285714,11.11
Workplaces,2022-07-01,80.28571428571429,11.11
Retail & recreation,2022-07-01,91,11.11
Grocery & pharmacy,2022-07-01,106.85714285714286,11.11
Residential,2022-07-01,103.28571428571429,11.11
Transit stations,2022-07-02,81.14285714285714,11.11
Workplaces,2022-07-02,80.14285714285714,11.11
Retail & recreation,2022-07-02,91.14285714285714,11.11
Grocery & pharmacy,2022-07-02,107,11.11
Residential,2022-07-02,103.28571428571429,11.11
Transit stations,2022-07-03,81,11.11
Workplaces,2022-07-03,79.85714285714286,11.11
Retail & recreation,2022-07-03,91,11.11
Grocery & pharmacy,2022-07-03,106.85714285714286,11.11
Residential,2022-07-03,103.28571428571429,11.11
Transit stations,2022-07-04,80.85714285714286,11.11
Workplaces,2022-07-04,79.71428571428571,11.11
Retail & recreation,2022-07-04,90.85714285714286,11.11
Grocery & pharmacy,2022-07-04,106.85714285714286,11.11
Residential,2022-07-04,103.14285714285714,11.11
Transit stations,2022-07-05,80.57142857142857,11.11
Workplaces,2022-07-05,79.57142857142857,11.11
Retail & recreation,2022-07-05,90.85714285714286,11.11
Grocery & pharmacy,2022-07-05,107.14285714285714,11.11
Residential,2022-07-05,103.14285714285714,11.11
Transit stations,2022-07-06,80.71428571428571,11.11
Workplaces,2022-07-06,79.28571428571429,11.11
Retail & recreation,2022-07-06,90.57142857142857,11.11
Grocery & pharmacy,2022-07-06,107.42857142857143,11.11
Residential,2022-07-06,103,11.11
Transit stations,2022-07-07,81,11.11
Workplaces,2022-07-07,79,11.11
Retail & recreation,2022-07-07,90.28571428571429,11.11
Grocery & pharmacy,2022-07-07,107.85714285714286,11.11
Residential,2022-07-07,102.85714285714286,11.11
Transit stations,2022-07-08,81,11.11
Workplaces,2022-07-08,78.71428571428571,11.11
Retail & recreation,2022-07-08,90.42857142857143,11.11
Grocery & pharmacy,2022-07-08,108.42857142857143,11.11
Residential,2022-07-08,102.85714285714286,11.11
Transit stations,2022-07-09,80.85714285714286,11.11
Workplaces,2022-07-09,78.28571428571429,11.11
Retail & recreation,2022-07-09,90.28571428571429,11.11
Grocery & pharmacy,2022-07-09,108.42857142857143,11.11
Residential,2022-07-09,102.85714285714286,11.11
Transit stations,2022-07-10,80.85714285714286,11.11
Workplaces,2022-07-10,78.14285714285714,11.11
Retail & recreation,2022-07-10,90.57142857142857,11.11
Grocery & pharmacy,2022-07-10,108.85714285714286,11.11
Residential,2022-07-10,102.85714285714286,11.11
Transit stations,2022-07-11,80.85714285714286,11.11
Workplaces,2022-07-11,78,11.11
Retail & recreation,2022-07-11,90.71428571428571,11.11
Grocery & pharmacy,2022-07-11,109,11.11
Residential,2022-07-11,103,11.11
Transit stations,2022-07-12,80.71428571428571,11.11
Workplaces,2022-07-12,77.85714285714286,11.11
Retail & recreation,2022-07-12,90.14285714285714,11.11
Grocery & pharmacy,2022-07-12,108.14285714285714,11.11
Residential,2022-07-12,103.14285714285714,11.11
Transit stations,2022-07-13,80.71428571428571,11.11
Workplaces,2022-07-13,78,11.11
Retail & recreation,2022-07-13,90.14285714285714,11.11
Grocery & pharmacy,2022-07-13,108.57142857142857,11.11
Residential,2022-07-13,103.14285714285714,11.11
Transit stations,2022-07-14,80.42857142857143,11.11
Workplaces,2022-07-14,78.14285714285714,11.11
Retail & recreation,2022-07-14,90,11.11
Grocery & pharmacy,2022-07-14,108.85714285714286,11.11
Residential,2022-07-14,103.28571428571429,11.11
Transit stations,2022-07-15,79.42857142857143,11.11
Workplaces,2022-07-15,77.71428571428571,11.11
Retail & recreation,2022-07-15,89.14285714285714,11.11
Grocery & pharmacy,2022-07-15,108.42857142857143,11.11
Residential,2022-07-15,104,11.11
Transit stations,2022-07-16,78,11.11
Workplaces,2022-07-16,77.14285714285714,11.11
Retail & recreation,2022-07-16,88.28571428571429,11.11
Grocery & pharmacy,2022-07-16,108.42857142857143,11.11
Residential,2022-07-16,105.57142857142857,11.11
Transit stations,2022-07-17,78,11.11
Workplaces,2022-07-17,77.14285714285714,11.11
Retail & recreation,2022-07-17,88.57142857142857,11.11
Grocery & pharmacy,2022-07-17,109,11.11
Residential,2022-07-17,105.71428571428571,11.11
Transit stations,2022-07-18,78,11.11
Workplaces,2022-07-18,77,11.11
Retail & recreation,2022-07-18,88.85714285714286,11.11
Grocery & pharmacy,2022-07-18,109.14285714285714,11.11
Residential,2022-07-18,105.71428571428571,11.11
Transit stations,2022-07-19,78,11.11
Workplaces,2022-07-19,76.71428571428571,11.11
Retail & recreation,2022-07-19,89.42857142857143,11.11
Grocery & pharmacy,2022-07-19,109.71428571428571,11.11
Residential,2022-07-19,105.85714285714286,11.11
Transit stations,2022-07-20,77.71428571428571,11.11
Workplaces,2022-07-20,76.71428571428571,11.11
Retail & recreation,2022-07-20,89.57142857142857,11.11
Grocery & pharmacy,2022-07-20,109.14285714285714,11.11
Residential,2022-07-20,106,11.11
Transit stations,2022-07-21,77,11.11
