place,date,value,StringencyIndex_Average_ForDisplay
Residential,2020-10-16,109.57142857142857,37.04
Transit stations,2020-10-17,60.42857142857143,37.04
Workplaces,2020-10-17,73.28571428571429,37.04
Retail & recreation,2020-10-17,71.71428571428571,37.04
Grocery & pharmacy,2020-10-17,91,37.04
Residential,2020-10-17,109.71428571428571,37.04
Transit stations,2020-10-18,59.857142857142854,37.04
Workplaces,2020-10-18,73,37.04
Retail & recreation,2020-10-18,71.14285714285714,37.04
Grocery & pharmacy,2020-10-18,90.71428571428571,37.04
Residential,2020-10-18,110,37.04
Transit stations,2020-10-19,59.57142857142857,37.04
Workplaces,2020-10-19,72.85714285714286,37.04
Retail & recreation,2020-10-19,71.28571428571429,37.04
Grocery & pharmacy,2020-10-19,90.85714285714286,37.04
Residential,2020-10-19,110.14285714285714,37.04
Transit stations,2020-10-20,59,37.04
Workplaces,2020-10-20,72.42857142857143,37.04
Retail & recreation,2020-10-20,71.14285714285714,37.04
Grocery & pharmacy,2020-10-20,90.85714285714286,37.04
Residential,2020-10-20,110.28571428571429,37.04
Transit stations,2020-10-21,58.42857142857143,37.04
Workplaces,2020-10-21,72,37.04
Retail & recreation,2020-10-21,70.42857142857143,37.04
Grocery & pharmacy,2020-10-21,90.42857142857143,37.04
Residential,2020-10-21,110.42857142857143,37.04
Transit stations,2020-10-22,58.285714285714285,37.04
Workplaces,2020-10-22,71.85714285714286,37.04
Retail & recreation,2020-10-22,70.57142857142857,37.04
Grocery & pharmacy,2020-10-22,90.85714285714286,37.04
Residential,2020-10-22,110.42857142857143,37.04
Transit stations,2020-10-23,57.857142857142854,37.04
Workplaces,2020-10-23,70.42857142857143,37.04
Retail & recreation,2020-10-23,71.28571428571429,37.04
Grocery & pharmacy,2020-10-23,91,37.04
Residential,2020-10-23,110.71428571428571,37.04
Transit stations,2020-10-24,57,37.04
Workplaces,2020-10-24,69,37.04
Retail & recreation,2020-10-24,71.42857142857143,37.04
Grocery & pharmacy,2020-10-24,90.85714285714286,37.04
Residential,2020-10-24,111,37.04
Transit stations,2020-10-25,56.857142857142854,37.04
Workplaces,2020-10-25,67.85714285714286,37.04
Retail & recreation,2020-10-25,72.57142857142857,37.04
Grocery & pharmacy,2020-10-25,91.28571428571429,37.04
Residential,2020-10-25,111.14285714285714,37.04
Transit stations,2020-10-26,56,37.04
Workplaces,2020-10-26,66.42857142857143,37.04
Retail & recreation,2020-10-26,72.42857142857143,37.04
Grocery & pharmacy,2020-10-26,90.85714285714286,37.04
Residential,2020-10-26,111.57142857142857,37.04
Transit stations,2020-10-27,55.714285714285715,37.04
Workplaces,2020-10-27,65.42857142857143,37.04
Retail & recreation,2020-10-27,72.71428571428571,37.04
Grocery & pharmacy,2020-10-27,91,37.04
Residential,2020-10-27,111.71428571428571,37.04
Transit stations,2020-10-28,55.714285714285715,37.04
Workplaces,2020-10-28,65.42857142857143,37.04
Retail & recreation,2020-10-28,72.71428571428571,37.04
Grocery & pharmacy,2020-10-28,91.42857142857143,37.04
Residential,2020-10-28,111.71428571428571,37.04
Transit stations,2020-10-29,55.57142857142857,37.04
Workplaces,2020-10-29,65.42857142857143,37.04
Retail & recreation,2020-10-29,72.71428571428571,37.04
Grocery & pharmacy,2020-10-29,91,37.04
Residential,2020-10-29,111.71428571428571,37.04
Transit stations,2020-10-30,56.142857142857146,37.04
Workplaces,2020-10-30,67,37.04
Retail & recreation,2020-10-30,73.28571428571429,37.04
Grocery & pharmacy,2020-10-30,91.28571428571429,37.04
Residential,2020-10-30,111.42857142857143,37.04
Transit stations,2020-10-31,57.285714285714285,37.04
Workplaces,2020-10-31,68.71428571428571,37.04
Retail & recreation,2020-10-31,74.71428571428571,37.04
Grocery & pharmacy,2020-10-31,91.85714285714286,37.04
Residential,2020-10-31,111,37.04
Transit stations,2020-11-01,58.57142857142857,37.04
Workplaces,2020-11-01,70.42857142857143,37.04
Retail & recreation,2020-11-01,76.42857142857143,37.04
Grocery & pharmacy,2020-11-01,92.42857142857143,37.04
Residential,2020-11-01,110.42857142857143,37.04
Transit stations,2020-11-02,58,37.04
Workplaces,2020-11-02,71.28571428571429,37.04
Retail & recreation,2020-11-02,72.57142857142857,37.04
Grocery & pharmacy,2020-11-02,91.71428571428571,37.04
Residential,2020-11-02,110.57142857142857,37.04
Transit stations,2020-11-03,56.714285714285715,37.04
Workplaces,2020-11-03,71.85714285714286,37.04
Retail & recreation,2020-11-03,68.42857142857143,37.04
Grocery & pharmacy,2020-11-03,90.71428571428571,37.04
Residential,2020-11-03,111.14285714285714,37.04
Transit stations,2020-11-04,54.714285714285715,37.04
Workplaces,2020-11-04,69.71428571428571,37.04
Retail & recreation,2020-11-04,65.28571428571429,37.04
Grocery & pharmacy,2020-11-04,89.71428571428571,37.04
Residential,2020-11-04,111.85714285714286,37.04
Transit stations,2020-11-05,52.285714285714285,37.04
Workplaces,2020-11-05,67.14285714285714,37.04
Retail & recreation,2020-11-05,60.857142857142854,37.04
Grocery & pharmacy,2020-11-05,88.71428571428571,37.04
Residential,2020-11-05,112.57142857142857,37.04
Transit stations,2020-11-06,50.857142857142854,37.04
Workplaces,2020-11-06,66.42857142857143,37.04
Retail & recreation,2020-11-06,56.57142857142857,37.04
Grocery & pharmacy,2020-11-06,87.57142857142857,37.04
Residential,2020-11-06,113.14285714285714,37.04
Transit stations,2020-11-07,49.42857142857143,37.04
Workplaces,2020-11-07,65.57142857142857,37.04
Retail & recreation,2020-11-07,52.142857142857146,37.04
Grocery & pharmacy,2020-11-07,86.57142857142857,37.04
Residential,2020-11-07,113.71428571428571,37.04
Transit stations,2020-11-08,47.285714285714285,37.04
Workplaces,2020-11-08,64.57142857142857,37.04
Retail & recreation,2020-11-08,46.714285714285715,37.04
Grocery & pharmacy,2020-11-08,85.14285714285714,37.04
Residential,2020-11-08,114.57142857142857,37.04
Transit stations,2020-11-09,47.57142857142857,37.04
Workplaces,2020-11-09,64.42857142857143,37.04
Retail & recreation,2020-11-09,47.57142857142857,37.04
Grocery & pharmacy,2020-11-09,85.71428571428571,37.04
Residential,2020-11-09,114.57142857142857,37.04
Transit stations,2020-11-10,47.857142857142854,37.04
Workplaces,2020-11-10,64.42857142857143,37.04
Retail & recreation,2020-11-10,48.42857142857143,37.04
Grocery & pharmacy,2020-11-10,86.28571428571429,37.04
Residential,2020-11-10,114.42857142857143,37.04
Transit stations,2020-11-11,47.714285714285715,37.04
Workplaces,2020-11-11,64.42857142857143,37.04
Retail & recreation,2020-11-11,48.57142857142857,37.04
Grocery & pharmacy,2020-11-11,86.28571428571429,37.04
Residential,2020-11-11,114.42857142857143,37.04
Transit stations,2020-11-12,47.714285714285715,37.04
Workplaces,2020-11-12,64.42857142857143,37.04
Retail & recreation,2020-11-12,49,37.04
Grocery & pharmacy,2020-11-12,86.42857142857143,37.04
Residential,2020-11-12,114.42857142857143,37.04
Transit stations,2020-11-13,47.714285714285715,37.04
Workplaces,2020-11-13,64.42857142857143,37.04
Retail & recreation,2020-11-13,49.142857142857146,37.04
Grocery & pharmacy,2020-11-13,86.57142857142857,37.04
Residential,2020-11-13,114.42857142857143,37.04
Transit stations,2020-11-14,47.57142857142857,37.04
Workplaces,2020-11-14,64.42857142857143,37.04
Retail & recreation,2020-11-14,49.142857142857146,37.04
Grocery & pharmacy,2020-11-14,86.71428571428571,37.04
Residential,2020-11-14,114.42857142857143,37.04
Transit stations,2020-11-15,47.57142857142857,37.04
Workplaces,2020-11-15,64.42857142857143,37.04
Retail & recreation,2020-11-15,49.142857142857146,37.04
Grocery & pharmacy,2020-11-15,86.85714285714286,37.04
Residential,2020-11-15,114.42857142857143,37.04
Transit stations,2020-11-16,47.42857142857143,37.04
Workplaces,2020-11-16,64.42857142857143,37.04
Retail & recreation,2020-11-16,49.142857142857146,37.04
Grocery & pharmacy,2020-11-16,86.85714285714286,37.04
Residential,2020-11-16,114.42857142857143,37.04
Transit stations,2020-11-17,47.285714285714285,37.04
Workplaces,2020-11-17,64.42857142857143,37.04
Retail & recreation,2020-11-17,49,37.04
Grocery & pharmacy,2020-11-17,86.85714285714286,37.04
Residential,2020-11-17,114.57142857142857,37.04
Transit stations,2020-11-18,47.714285714285715,37.04
Workplaces,2020-11-18,64.71428571428571,37.04
Retail & recreation,2020-11-18,49.42857142857143,37.04
Grocery & pharmacy,2020-11-18,87.42857142857143,37.04
Residential,2020-11-18,114.42857142857143,37.04
Transit stations,2020-11-19,48.285714285714285,37.04
Workplaces,2020-11-19,65,37.04
Retail & recreation,2020-11-19,50,37.04
Grocery & pharmacy,2020-11-19,88,37.04
Residential,2020-11-19,114.28571428571429,37.04
Transit stations,2020-11-20,48.285714285714285,37.04
Workplaces,2020-11-20,65,37.04
Retail & recreation,2020-11-20,50.285714285714285,37.04
Grocery & pharmacy,2020-11-20,88.28571428571429,37.04
Residential,2020-11-20,114.28571428571429,37.04
Transit stations,2020-11-21,48.285714285714285,37.04
Workplaces,2020-11-21,65.14285714285714,37.04
Retail & recreation,2020-11-21,50.42857142857143,37.04
Grocery & pharmacy,2020-11-21,88.57142857142857,37.04
Residential,2020-11-21,114.28571428571429,37.04
Transit stations,2020-11-22,48.285714285714285,37.04
Workplaces,2020-11-22,65.28571428571429,37.04
Retail & recreation,2020-11-22,50.714285714285715,37.04
Grocery & pharmacy,2020-11-22,88.71428571428571,37.04
Residential,2020-11-22,114.28571428571429,37.04
Transit stations,2020-11-23,48.285714285714285,37.04
Workplaces,2020-11-23,65.57142857142857,37.04
Retail & recreation,2020-11-23,51,37.04
Grocery & pharmacy,2020-11-23,88.85714285714286,37.04
Residential,2020-11-23,114.14285714285714,37.04
Transit stations,2020-11-24,48.42857142857143,37.04
Workplaces,2020-11-24,65.57142857142857,37.04
Retail & recreation,2020-11-24,51.42857142857143,37.04
Grocery & pharmacy,2020-11-24,89,37.04
Residential,2020-11-24,114,37.04
Transit stations,2020-11-25,48.57142857142857,37.04
Workplaces,2020-11-25,65.85714285714286,37.04
Retail & recreation,2020-11-25,51.57142857142857,37.04
Grocery & pharmacy,2020-11-25,89,37.04
Residential,2020-11-25,114,37.04
Transit stations,2020-11-26,48.42857142857143,37.04
Workplaces,2020-11-26,66.14285714285714,37.04
Retail & recreation,2020-11-26,51.57142857142857,37.04
Grocery & pharmacy,2020-11-26,89,37.04
Residential,2020-11-26,114,37.04
Transit stations,2020-11-27,48.57142857142857,37.04
Workplaces,2020-11-27,66.42857142857143,37.04
Retail & recreation,2020-11-27,52,37.04
Grocery & pharmacy,2020-11-27,89.42857142857143,37.04
Residential,2020-11-27,113.85714285714286,37.04
Transit stations,2020-11-28,48.857142857142854,37.04
Workplaces,2020-11-28,66.71428571428571,37.04
Retail & recreation,2020-11-28,52.57142857142857,37.04
Grocery & pharmacy,2020-11-28,89.85714285714286,37.04
Residential,2020-11-28,113.71428571428571,37.04
Transit stations,2020-11-29,49.714285714285715,37.04
Workplaces,2020-11-29,67.42857142857143,37.04
Retail & recreation,2020-11-29,54.857142857142854,37.04
Grocery & pharmacy,2020-11-29,90.71428571428571,37.04
Residential,2020-11-29,113.28571428571429,37.04
Transit stations,2020-11-30,50.42857142857143,37.04
Workplaces,2020-11-30,68,37.04
Retail & recreation,2020-11-30,56.57142857142857,37.04
Grocery & pharmacy,2020-11-30,90.85714285714286,37.04
Residential,2020-11-30,113.14285714285714,37.04
Transit stations,2020-12-01,51.285714285714285,37.04
Workplaces,2020-12-01,68.71428571428571,37.04
Retail & recreation,2020-12-01,58.285714285714285,37.04
Grocery & pharmacy,2020-12-01,91.14285714285714,37.04
Residential,2020-12-01,112.85714285714286,37.04
Transit stations,2020-12-02,53.285714285714285,37.04
Workplaces,2020-12-02,70.28571428571429,37.04
Retail & recreation,2020-12-02,61,37.04
Grocery & pharmacy,2020-12-02,92,37.04
Residential,2020-12-02,112.28571428571429,37.04
Transit stations,2020-12-03,55.142857142857146,37.04
Workplaces,2020-12-03,71.85714285714286,37.04
Retail & recreation,2020-12-03,63.42857142857143,37.04
Grocery & pharmacy,2020-12-03,92.71428571428571,37.04
Residential,2020-12-03,112,37.04
Transit stations,2020-12-04,56,37.04
Workplaces,2020-12-04,72.28571428571429,37.04
Retail & recreation,2020-12-04,65.57142857142857,37.04
Grocery & pharmacy,2020-12-04,93.28571428571429,37.04
Residential,2020-12-04,111.71428571428571,37.04
Transit stations,2020-12-05,56.57142857142857,37.04
Workplaces,2020-12-05,72.71428571428571,37.04
Retail & recreation,2020-12-05,67.28571428571429,37.04
Grocery & pharmacy,2020-12-05,93.57142857142857,37.04
Residential,2020-12-05,111.42857142857143,37.04
Transit stations,2020-12-06,56.714285714285715,37.04
Workplaces,2020-12-06,72.71428571428571,37.04
Retail & recreation,2020-12-06,67.28571428571429,37.04
Grocery & pharmacy,2020-12-06,93.71428571428571,37.04
Residential,2020-12-06,111.42857142857143,37.04
Transit stations,2020-12-07,57,37.04
Workplaces,2020-12-07,72.71428571428571,37.04
Retail & recreation,2020-12-07,67.57142857142857,37.04
Grocery & pharmacy,2020-12-07,94.42857142857143,37.04
Residential,2020-12-07,111.28571428571429,37.04
Transit stations,2020-12-08,57.42857142857143,37.04
Workplaces,2020-12-08,72.85714285714286,37.04
Retail & recreation,2020-12-08,67.85714285714286,37.04
Grocery & pharmacy,2020-12-08,94.85714285714286,37.04
Residential,2020-12-08,111.14285714285714,37.04
Transit stations,2020-12-09,57.714285714285715,37.04
Workplaces,2020-12-09,73,37.04
Retail & recreation,2020-12-09,67.71428571428571,37.04
Grocery & pharmacy,2020-12-09,95,37.04
Residential,2020-12-09,111.14285714285714,37.04
Transit stations,2020-12-10,57.142857142857146,37.04
Workplaces,2020-12-10,72.85714285714286,37.04
Retail & recreation,2020-12-10,67,37.04
Grocery & pharmacy,2020-12-10,94.57142857142857,37.04
Residential,2020-12-10,111.28571428571429,37.04
Transit stations,2020-12-11,57.285714285714285,37.04
Workplaces,2020-12-11,72.71428571428571,37.04
Retail & recreation,2020-12-11,67.14285714285714,37.04
Grocery & pharmacy,2020-12-11,95,37.04
Residential,2020-12-11,111.28571428571429,37.04
Transit stations,2020-12-12,57.714285714285715,37.04
Workplaces,2020-12-12,72.57142857142857,37.04
Retail & recreation,2020-12-12,68,37.04
Grocery & pharmacy,2020-12-12,95.71428571428571,37.04
Residential,2020-12-12,111.28571428571429,37.04
Transit stations,2020-12-13,57.42857142857143,37.04
Workplaces,2020-12-13,72.28571428571429,37.04
Retail & recreation,2020-12-13,67.71428571428571,37.04
Grocery & pharmacy,2020-12-13,96,37.04
Residential,2020-12-13,111.42857142857143,37.04
Transit stations,2020-12-14,57.42857142857143,37.04
Workplaces,2020-12-14,72,37.04
Retail & recreation,2020-12-14,68.14285714285714,37.04
Grocery & pharmacy,2020-12-14,96.71428571428571,37.04
Residential,2020-12-14,111.42857142857143,37.04
Transit stations,2020-12-15,56.857142857142854,37.04
Workplaces,2020-12-15,71.28571428571429,37.04
Retail & recreation,2020-12-15,68.14285714285714,37.04
Grocery & pharmacy,2020-12-15,96.85714285714286,37.04
Residential,2020-12-15,111.71428571428571,37.04
Transit stations,2020-12-16,56.57142857142857,37.04
Workplaces,2020-12-16,71.14285714285714,37.04
Retail & recreation,2020-12-16,67.71428571428571,37.04
Grocery & pharmacy,2020-12-16,97.14285714285714,37.04
Residential,2020-12-16,111.71428571428571,37.04
Transit stations,2020-12-17,56.57142857142857,37.04
Workplaces,2020-12-17,71.28571428571429,37.04
Retail & recreation,2020-12-17,67.42857142857143,37.04
Grocery & pharmacy,2020-12-17,98,37.04
Residential,2020-12-17,111.57142857142857,37.04
Transit stations,2020-12-18,55.142857142857146,37.04
Workplaces,2020-12-18,69.28571428571429,37.04
Retail & recreation,2020-12-18,67.28571428571429,37.04
Grocery & pharmacy,2020-12-18,100,37.04
Residential,2020-12-18,112.14285714285714,37.04
Transit stations,2020-12-19,53.57142857142857,37.04
Workplaces,2020-12-19,67,37.04
Retail & recreation,2020-12-19,67.14285714285714,37.04
Grocery & pharmacy,2020-12-19,102.42857142857143,37.04
Residential,2020-12-19,112.71428571428571,37.04
Transit stations,2020-12-20,52.42857142857143,37.04
Workplaces,2020-12-20,64.28571428571429,37.04
Retail & recreation,2020-12-20,68,37.04
Grocery & pharmacy,2020-12-20,106.14285714285714,37.04
Residential,2020-12-20,113.28571428571429,37.04
Transit stations,2020-12-21,50.285714285714285,37.04
Workplaces,2020-12-21,60,37.04
Retail & recreation,2020-12-21,67.14285714285714,37.04
Grocery & pharmacy,2020-12-21,107.85714285714286,37.04
Residential,2020-12-21,114.42857142857143,37.04
Transit stations,2020-12-22,44.57142857142857,37.04
Workplaces,2020-12-22,53.142857142857146,37.04
Retail & recreation,2020-12-22,58.714285714285715,37.04
Grocery & pharmacy,2020-12-22,95.28571428571429,37.04
Residential,2020-12-22,116.14285714285714,37.04
Transit stations,2020-12-23,39.57142857142857,37.04
Workplaces,2020-12-23,47.285714285714285,37.04
Retail & recreation,2020-12-23,52.857142857142854,37.04
Grocery & pharmacy,2020-12-23,86.71428571428571,37.04
Residential,2020-12-23,117.14285714285714,37.04
Transit stations,2020-12-24,37.57142857142857,39.81
Workplaces,2020-12-24,45,39.81
Retail & recreation,2020-12-24,50.714285714285715,39.81
Grocery & pharmacy,2020-12-24,84.28571428571429,39.81
Residential,2020-12-24,117.57142857142857,39.81
Transit stations,2020-12-25,35,39.81
Workplaces,2020-12-25,41,39.81
Retail & recreation,2020-12-25,47.142857142857146,39.81
Grocery & pharmacy,2020-12-25,79.14285714285714,39.81
Residential,2020-12-25,119,39.81
Transit stations,2020-12-26,33.285714285714285,39.81
Workplaces,2020-12-26,38.42857142857143,39.81
Retail & recreation,2020-12-26,44.142857142857146,39.81
Grocery & pharmacy,2020-12-26,75.14285714285714,39.81
Residential,2020-12-26,120.14285714285714,39.81
Transit stations,2020-12-27,32,39.81
Workplaces,2020-12-27,36.57142857142857,39.81
Retail & recreation,2020-12-27,42,39.81
Grocery & pharmacy,2020-12-27,71.42857142857143,39.81
Residential,2020-12-27,120.85714285714286,39.81
Transit stations,2020-12-28,30.857142857142858,39.81
Workplaces,2020-12-28,36,39.81
Retail & recreation,2020-12-28,39.42857142857143,39.81
Grocery & pharmacy,2020-12-28,69.71428571428571,39.81
Residential,2020-12-28,121.28571428571429,39.81
Transit stations,2020-12-29,31.285714285714285,39.81
Workplaces,2020-12-29,36.285714285714285,39.81
Retail & recreation,2020-12-29,40.714285714285715,39.81
Grocery & pharmacy,2020-12-29,73.28571428571429,39.81
Residential,2020-12-29,122,39.81
Transit stations,2020-12-30,32.714285714285715,39.81
Workplaces,2020-12-30,38.42857142857143,39.81
Retail & recreation,2020-12-30,42.57142857142857,39.81
Grocery & pharmacy,2020-12-30,78.85714285714286,39.81
Residential,2020-12-30,122.14285714285714,39.81
Transit stations,2020-12-31,32.285714285714285,39.81
Workplaces,2020-12-31,38.42857142857143,39.81
Retail & recreation,2020-12-31,41.714285714285715,39.81
Grocery & pharmacy,2020-12-31,78.85714285714286,39.81
Residential,2020-12-31,122.28571428571429,39.81
Transit stations,2021-01-01,33.42857142857143,39.81
Workplaces,2021-01-01,42.42857142857143,39.81
Retail & recreation,2021-01-01,41.42857142857143,39.81
Grocery & pharmacy,2021-01-01,79.85714285714286,39.81
Residential,2021-01-01,121.28571428571429,39.81
Transit stations,2021-01-02,33.57142857142857,39.81
Workplaces,2021-01-02,45,39.81
Retail & recreation,2021-01-02,39.42857142857143,39.81
Grocery & pharmacy,2021-01-02,78.42857142857143,39.81
Residential,2021-01-02,120.71428571428571,39.81
Transit stations,2021-01-03,33.57142857142857,43.52
Workplaces,2021-01-03,47.42857142857143,43.52
Retail & recreation,2021-01-03,36.57142857142857,43.52
Grocery & pharmacy,2021-01-03,75.71428571428571,43.52
Residential,2021-01-03,120.42857142857143,43.52
Transit stations,2021-01-04,34,39.81
Workplaces,2021-01-04,50.142857142857146,39.81
Retail & recreation,2021-01-04,35.285714285714285,39.81
Grocery & pharmacy,2021-01-04,72.28571428571429,39.81
Residential,2021-01-04,120,39.81
Transit stations,2021-01-05,36.57142857142857,39.81
Workplaces,2021-01-05,55,39.81
Retail & recreation,2021-01-05,38,39.81
Grocery & pharmacy,2021-01-05,78.14285714285714,39.81
Residential,2021-01-05,118.57142857142857,39.81
Transit stations,2021-01-06,36.714285714285715,39.81
Workplaces,2021-01-06,55.857142857142854,39.81
Retail & recreation,2021-01-06,38,39.81
Grocery & pharmacy,2021-01-06,78.42857142857143,39.81
Residential,2021-01-06,118.42857142857143,39.81
Transit stations,2021-01-07,36.285714285714285,39.81
Workplaces,2021-01-07,55.57142857142857,39.81
Retail & recreation,2021-01-07,37.42857142857143,39.81
Grocery & pharmacy,2021-01-07,78,39.81
Residential,2021-01-07,118.57142857142857,39.81
Transit stations,2021-01-08,36.142857142857146,39.81
Workplaces,2021-01-08,55.42857142857143,39.81
Retail & recreation,2021-01-08,36.57142857142857,39.81
Grocery & pharmacy,2021-01-08,76.85714285714286,39.81
Residential,2021-01-08,118.71428571428571,39.81
Transit stations,2021-01-09,36.142857142857146,39.81
Workplaces,2021-01-09,55.285714285714285,39.81
Retail & recreation,2021-01-09,36.57142857142857,39.81
Grocery & pharmacy,2021-01-09,76.42857142857143,39.81
Residential,2021-01-09,118.71428571428571,39.81
Transit stations,2021-01-10,35.857142857142854,39.81
Workplaces,2021-01-10,55.142857142857146,39.81
Retail & recreation,2021-01-10,36.285714285714285,39.81
Grocery & pharmacy,2021-01-10,75.71428571428571,39.81
Residential,2021-01-10,118.71428571428571,39.81
Transit stations,2021-01-11,35.57142857142857,39.81
Workplaces,2021-01-11,54.714285714285715,39.81
Retail & recreation,2021-01-11,35.714285714285715,39.81
Grocery & pharmacy,2021-01-11,74.71428571428571,39.81
Residential,2021-01-11,118.85714285714286,39.81
Transit stations,2021-01-12,35.57142857142857,39.81
Workplaces,2021-01-12,54.42857142857143,39.81
Retail & recreation,2021-01-12,35.714285714285715,39.81
Grocery & pharmacy,2021-01-12,74.71428571428571,39.81
Residential,2021-01-12,118.71428571428571,39.81
Transit stations,2021-01-13,35.285714285714285,39.81
Workplaces,2021-01-13,54.142857142857146,39.81
Retail & recreation,2021-01-13,35.42857142857143,39.81
Grocery & pharmacy,2021-01-13,74.14285714285714,39.81
Residential,2021-01-13,118.71428571428571,39.81
Transit stations,2021-01-14,35.57142857142857,39.81
Workplaces,2021-01-14,54.142857142857146,39.81
Retail & recreation,2021-01-14,35.57142857142857,39.81
Grocery & pharmacy,2021-01-14,74.14285714285714,39.81
Residential,2021-01-14,118.57142857142857,39.81
Transit stations,2021-01-15,35.57142857142857,39.81
Workplaces,2021-01-15,54,39.81
Retail & recreation,2021-01-15,35.42857142857143,39.81
Grocery & pharmacy,2021-01-15,74.14285714285714,39.81
Residential,2021-01-15,118.42857142857143,39.81
Transit stations,2021-01-16,35.42857142857143,39.81
Workplaces,2021-01-16,53.857142857142854,39.81
Retail & recreation,2021-01-16,35.142857142857146,39.81
Grocery & pharmacy,2021-01-16,73.71428571428571,39.81
Residential,2021-01-16,118.42857142857143,39.81
Transit stations,2021-01-17,35.285714285714285,39.81
Workplaces,2021-01-17,53.714285714285715,39.81
Retail & recreation,2021-01-17,35,39.81
Grocery & pharmacy,2021-01-17,73.57142857142857,39.81
Residential,2021-01-17,118.42857142857143,39.81
Transit stations,2021-01-18,35.57142857142857,39.81
Workplaces,2021-01-18,54,39.81
Retail & recreation,2021-01-18,35.57142857142857,39.81
Grocery & pharmacy,2021-01-18,74.42857142857143,39.81
Residential,2021-01-18,118.14285714285714,39.81
Transit stations,2021-01-19,35.714285714285715,39.81
Workplaces,2021-01-19,54.285714285714285,39.81
Retail & recreation,2021-01-19,35.857142857142854,39.81
Grocery & pharmacy,2021-01-19,74.85714285714286,39.81
Residential,2021-01-19,118.14285714285714,39.81
Transit stations,2021-01-20,36.142857142857146,39.81
Workplaces,2021-01-20,54.57142857142857,39.81
Retail & recreation,2021-01-20,36.285714285714285,39.81
Grocery & pharmacy,2021-01-20,75.42857142857143,39.81
Residential,2021-01-20,118,39.81
Transit stations,2021-01-21,35.714285714285715,39.81
Workplaces,2021-01-21,54.142857142857146,39.81
Retail & recreation,2021-01-21,35.714285714285715,39.81
Grocery & pharmacy,2021-01-21,74.85714285714286,39.81
Residential,2021-01-21,118.14285714285714,39.81
Transit stations,2021-01-22,35.857142857142854,39.81
Workplaces,2021-01-22,54,39.81
Retail & recreation,2021-01-22,35.857142857142854,39.81
Grocery & pharmacy,2021-01-22,75.14285714285714,39.81
Residential,2021-01-22,118.14285714285714,39.81
Transit stations,2021-01-23,35.857142857142854,39.81
Workplaces,2021-01-23,54.142857142857146,39.81
Retail & recreation,2021-01-23,36,39.81
Grocery & pharmacy,2021-01-23,75.42857142857143,39.81
Residential,2021-01-23,118.14285714285714,39.81
Transit stations,2021-01-24,36.285714285714285,39.81
Workplaces,2021-01-24,54.285714285714285,39.81
Retail & recreation,2021-01-24,36.714285714285715,39.81
Grocery & pharmacy,2021-01-24,76.42857142857143,39.81
Residential,2021-01-24,118,39.81
Transit stations,2021-01-25,36.42857142857143,39.81
Workplaces,2021-01-25,54.42857142857143,39.81
Retail & recreation,2021-01-25,36.857142857142854,39.81
Grocery & pharmacy,2021-01-25,76.71428571428571,39.81
Residential,2021-01-25,118,39.81
Transit stations,2021-01-26,36.714285714285715,39.81
Workplaces,2021-01-26,54.42857142857143,39.81
Retail & recreation,2021-01-26,37.142857142857146,39.81
Grocery & pharmacy,2021-01-26,77.28571428571429,39.81
Residential,2021-01-26,117.85714285714286,39.81
Transit stations,2021-01-27,36.285714285714285,39.81
Workplaces,2021-01-27,54.42857142857143,39.81
Retail & recreation,2021-01-27,37.142857142857146,39.81
Grocery & pharmacy,2021-01-27,77.28571428571429,39.81
Residential,2021-01-27,118,39.81
Transit stations,2021-01-28,36.714285714285715,39.81
Workplaces,2021-01-28,55,39.81
Retail & recreation,2021-01-28,38,39.81
Grocery & pharmacy,2021-01-28,78.28571428571429,39.81
Residential,2021-01-28,117.85714285714286,39.81
Transit stations,2021-01-29,37,39.81
Workplaces,2021-01-29,55.42857142857143,39.81
Retail & recreation,2021-01-29,38.42857142857143,39.81
Grocery & pharmacy,2021-01-29,78.57142857142857,39.81
Residential,2021-01-29,117.71428571428571,39.81
Transit stations,2021-01-30,37.285714285714285,39.81
Workplaces,2021-01-30,55.42857142857143,39.81
Retail & recreation,2021-01-30,38.57142857142857,39.81
Grocery & pharmacy,2021-01-30,78.71428571428571,39.81
Residential,2021-01-30,117.71428571428571,39.81
Transit stations,2021-01-31,37.285714285714285,39.81
Workplaces,2021-01-31,55.57142857142857,39.81
Retail & recreation,2021-01-31,38.57142857142857,39.81
Grocery & pharmacy,2021-01-31,78.71428571428571,39.81
Residential,2021-01-31,117.71428571428571,39.81
Transit stations,2021-02-01,37.142857142857146,39.81
Workplaces,2021-02-01,55.714285714285715,39.81
Retail & recreation,2021-02-01,38.714285714285715,39.81
Grocery & pharmacy,2021-02-01,78.85714285714286,39.81
Residential,2021-02-01,117.71428571428571,39.81
Transit stations,2021-02-02,37.142857142857146,39.81
Workplaces,2021-02-02,55.857142857142854,39.81
Retail & recreation,2021-02-02,38.857142857142854,39.81
Grocery & pharmacy,2021-02-02,79.14285714285714,39.81
Residential,2021-02-02,117.71428571428571,39.81
Transit stations,2021-02-03,37.57142857142857,39.81
Workplaces,2021-02-03,56.142857142857146,39.81
Retail & recreation,2021-02-03,39.142857142857146,39.81
Grocery & pharmacy,2021-02-03,79.57142857142857,39.81
Residential,2021-02-03,117.57142857142857,39.81
Transit stations,2021-02-04,37,39.81
Workplaces,2021-02-04,55.857142857142854,39.81
Retail & recreation,2021-02-04,38.714285714285715,39.81
